date,hour,普洱,汉中,雅安,北海,黑河
20220123,9,18.0,33.0,21.0,11.0,20.0
20220123,10,20.0,27.0,21.0,11.0,27.0
20220123,11,19.0,30.0,22.0,11.0,27.0
20220123,12,16.0,25.0,23.0,11.0,18.0
20220123,13,16.0,22.0,23.0,15.0,11.0
20220123,14,14.0,23.0,19.0,18.0,10.0
20220123,15,21.0,23.0,15.0,16.0,17.0
20220123,16,17.0,25.0,12.0,13.0,15.0
20220123,17,21.0,26.0,10.0,11.0,15.0
20220123,18,19.0,29.0,11.0,6.0,17.0
20220123,19,21.0,35.0,16.0,7.0,27.0
20220123,20,28.0,39.0,16.0,6.0,43.0
20220123,21,34.0,39.0,16.0,7.0,49.0
20220123,22,35.0,40.0,16.0,8.0,59.0
20220123,23,35.0,30.0,14.0,7.0,36.0
20220124,0,37.0,23.0,11.0,8.0,29.0
20220124,1,34.0,24.0,11.0,6.0,24.0
20220124,2,29.0,32.0,11.0,8.0,18.0
20220124,3,23.0,34.0,10.0,12.0,15.0
20220124,4,21.0,32.0,11.0,10.0,12.0
20220124,5,23.0,25.0,13.0,15.0,10.0
20220124,6,23.0,27.0,15.0,15.0,9.0
20220124,7,21.0,27.0,14.0,18.0,10.0
20220124,8,21.0,30.0,12.0,22.0,12.0
20220124,9,23.0,28.0,14.0,17.0,13.0
20220124,10,27.0,28.0,14.0,13.0,14.0
20220124,11,24.0,25.0,18.0,12.0,20.0
20220124,12,20.0,23.0,25.0,12.0,15.0
20220124,13,18.0,22.0,33.0,15.0,12.0
20220124,14,21.0,18.0,37.0,20.0,11.0
20220124,15,25.0,19.0,35.0,32.0,10.0
20220124,16,24.0,24.0,36.0,35.0,8.0
20220124,17,25.0,32.0,37.0,29.0,15.0
20220124,18,24.0,36.0,36.0,29.0,19.0
20220124,19,27.0,35.0,37.0,29.0,22.0
20220124,20,38.0,42.0,44.0,35.0,27.0
20220124,21,38.0,39.0,48.0,35.0,32.0
20220124,22,37.0,41.0,48.0,36.0,30.0
20220124,23,40.0,39.0,48.0,37.0,34.0
20220125,0,37.0,41.0,45.0,34.0,36.0
20220125,1,34.0,39.0,42.0,37.0,34.0
20220125,2,29.0,46.0,46.0,38.0,31.0
20220125,3,30.0,49.0,46.0,36.0,35.0
20220125,4,25.0,40.0,46.0,36.0,32.0
20220125,5,25.0,39.0,44.0,27.0,27.0
20220125,6,26.0,35.0,43.0,28.0,23.0
20220125,7,21.0,32.0,38.0,30.0,19.0
20220125,8,21.0,27.0,30.0,31.0,22.0
20220125,9,28.0,27.0,25.0,33.0,29.0
20220125,10,26.0,30.0,24.0,34.0,31.0
20220125,11,28.0,31.0,26.0,33.0,62.0
20220125,12,28.0,33.0,26.0,29.0,54.0
20220125,13,25.0,34.0,26.0,32.0,37.0
20220125,14,21.0,33.0,27.0,32.0,36.0
20220125,15,21.0,34.0,29.0,30.0,59.0
20220125,16,17.0,32.0,31.0,32.0,44.0
20220125,17,16.0,31.0,34.0,39.0,43.0
20220125,18,18.0,34.0,38.0,46.0,42.0
20220125,19,22.0,39.0,38.0,51.0,42.0
20220125,20,22.0,49.0,41.0,61.0,44.0
20220125,21,33.0,49.0,44.0,53.0,46.0
20220125,22,33.0,51.0,43.0,51.0,73.0
20220125,23,32.0,51.0,42.0,42.0,76.0
20220126,0,29.0,55.0,41.0,37.0,51.0
20220126,1,25.0,53.0,41.0,45.0,37.0
20220126,2,22.0,50.0,41.0,36.0,26.0
20220126,3,17.0,48.0,40.0,21.0,21.0
20220126,4,20.0,46.0,38.0,25.0,19.0
20220126,5,19.0,41.0,34.0,30.0,15.0
20220126,6,21.0,37.0,32.0,35.0,14.0
20220126,7,20.0,35.0,31.0,38.0,15.0
20220126,8,21.0,35.0,32.0,36.0,17.0
20220126,9,17.0,35.0,33.0,34.0,13.0
20220126,10,25.0,40.0,35.0,27.0,15.0
20220126,11,23.0,45.0,36.0,22.0,14.0
20220126,12,25.0,41.0,39.0,24.0,13.0
20220126,13,22.0,43.0,39.0,25.0,10.0
20220126,14,15.0,38.0,37.0,19.0,7.0
20220126,15,18.0,36.0,36.0,18.0,5.0
20220126,16,13.0,39.0,26.0,15.0,10.0
20220126,17,12.0,44.0,20.0,18.0,14.0
20220126,18,17.0,44.0,17.0,20.0,17.0
20220126,19,19.0,47.0,15.0,25.0,20.0
20220126,20,23.0,59.0,15.0,25.0,29.0
20220126,21,21.0,60.0,18.0,28.0,35.0
20220126,22,20.0,62.0,15.0,36.0,27.0
20220126,23,25.0,52.0,13.0,44.0,22.0
20220127,0,27.0,43.0,12.0,41.0,16.0
20220127,1,24.0,37.0,10.0,39.0,13.0
20220127,2,21.0,36.0,6.0,31.0,12.0
20220127,3,19.0,36.0,4.0,21.0,10.0
20220127,4,20.0,36.0,7.0,15.0,11.0
20220127,5,20.0,34.0,7.0,20.0,13.0
20220127,6,22.0,31.0,8.0,21.0,11.0
20220127,7,17.0,28.0,9.0,29.0,12.0
20220127,8,15.0,24.0,10.0,28.0,13.0
20220127,9,16.0,24.0,12.0,28.0,13.0
20220127,10,17.0,28.0,16.0,22.0,12.0
20220127,11,20.0,33.0,19.0,16.0,14.0
20220127,12,16.0,38.0,18.0,23.0,12.0
20220127,13,16.0,39.0,18.0,25.0,8.0
20220127,14,16.0,38.0,21.0,26.0,6.0
20220127,15,12.0,35.0,25.0,17.0,8.0
20220127,16,12.0,31.0,24.0,16.0,10.0
20220127,17,13.0,26.0,25.0,18.0,13.0
20220127,18,7.0,25.0,27.0,16.0,15.0
20220127,19,22.0,27.0,28.0,12.0,18.0
20220127,20,21.0,30.0,29.0,24.0,21.0
20220127,21,20.0,28.0,30.0,27.0,23.0
20220127,22,23.0,26.0,31.0,26.0,19.0
20220127,23,19.0,22.0,30.0,36.0,17.0
20220128,0,20.0,22.0,30.0,45.0,16.0
20220128,1,22.0,21.0,28.0,33.0,16.0
20220128,2,17.0,21.0,26.0,20.0,13.0
20220128,3,18.0,22.0,23.0,15.0,10.0
20220128,4,14.0,24.0,22.0,13.0,8.0
20220128,5,11.0,24.0,20.0,11.0,10.0
20220128,6,7.0,24.0,19.0,22.0,10.0
20220128,7,13.0,24.0,19.0,40.0,12.0
20220128,8,16.0,26.0,18.0,54.0,14.0
20220128,9,18.0,25.0,18.0,67.0,15.0
20220128,10,18.0,28.0,19.0,66.0,13.0
20220128,11,17.0,30.0,20.0,63.0,10.0
20220128,12,15.0,31.0,24.0,67.0,10.0
20220128,13,13.0,31.0,24.0,51.0,9.0
20220128,14,12.0,30.0,22.0,49.0,9.0
20220128,15,10.0,30.0,22.0,62.0,9.0
20220128,16,13.0,32.0,23.0,56.0,8.0
20220128,17,10.0,34.0,25.0,69.0,10.0
20220128,18,9.0,36.0,27.0,100.0,12.0
20220128,19,11.0,38.0,31.0,95.0,17.0
20220128,20,20.0,44.0,33.0,104.0,17.0
20220128,21,18.0,48.0,31.0,130.0,19.0
20220128,22,30.0,54.0,32.0,174.0,24.0
20220128,23,23.0,54.0,31.0,203.0,24.0
20220129,0,20.0,47.0,30.0,187.0,21.0
20220129,1,24.0,41.0,29.0,121.0,15.0
20220129,2,21.0,27.0,29.0,104.0,16.0
20220129,3,25.0,25.0,28.0,114.0,15.0
20220129,4,18.0,27.0,28.0,92.0,14.0
20220129,5,18.0,29.0,26.0,74.0,14.0
20220129,6,15.0,31.0,26.0,66.0,14.0
20220129,7,15.0,33.0,25.0,56.0,13.0
20220129,8,20.0,35.0,25.0,31.0,14.0
20220129,9,21.0,43.0,26.0,13.0,12.0
20220129,10,24.0,39.0,25.0,7.0,11.0
20220129,11,23.0,41.0,27.0,5.0,11.0
20220129,12,20.0,42.0,29.0,9.0,8.0
20220129,13,19.0,38.0,28.0,7.0,9.0
20220129,14,20.0,39.0,30.0,8.0,8.0
20220129,15,16.0,35.0,28.0,10.0,9.0
20220129,16,13.0,32.0,28.0,10.0,11.0
20220129,17,12.0,32.0,28.0,12.0,13.0
20220129,18,13.0,35.0,33.0,10.0,17.0
20220129,19,15.0,45.0,39.0,9.0,15.0
20220129,20,17.0,58.0,44.0,11.0,14.0
20220129,21,18.0,65.0,47.0,14.0,15.0
20220129,22,24.0,69.0,51.0,11.0,14.0
20220129,23,22.0,75.0,53.0,9.0,14.0
20220130,0,25.0,68.0,52.0,10.0,15.0
20220130,1,21.0,56.0,52.0,7.0,13.0
20220130,2,14.0,44.0,49.0,8.0,11.0
20220130,3,16.0,40.0,49.0,8.0,11.0
20220130,4,17.0,37.0,48.0,10.0,12.0
20220130,5,17.0,38.0,47.0,10.0,8.0
20220130,6,20.0,39.0,45.0,12.0,7.0
20220130,7,17.0,41.0,45.0,9.0,9.0
20220130,8,22.0,42.0,45.0,8.0,10.0
20220130,9,18.0,46.0,45.0,10.0,15.0
20220130,10,20.0,52.0,46.0,11.0,12.0
20220130,11,21.0,50.0,51.0,15.0,11.0
20220130,12,20.0,53.0,53.0,15.0,12.0
20220130,13,14.0,48.0,53.0,13.0,9.0
20220130,14,16.0,45.0,53.0,13.0,9.0
20220130,15,13.0,40.0,54.0,19.0,11.0
20220130,16,13.0,39.0,48.0,18.0,13.0
20220130,17,12.0,38.0,43.0,20.0,14.0
20220130,18,17.0,41.0,42.0,26.0,18.0
20220130,19,17.0,50.0,39.0,28.0,20.0
20220130,20,19.0,80.0,51.0,30.0,21.0
20220130,21,22.0,104.0,49.0,31.0,20.0
20220130,22,25.0,105.0,46.0,33.0,14.0
20220130,23,22.0,93.0,46.0,31.0,15.0
20220131,0,24.0,85.0,45.0,28.0,11.0
20220131,1,23.0,83.0,39.0,28.0,10.0
20220131,2,18.0,80.0,35.0,26.0,10.0
20220131,3,15.0,73.0,30.0,31.0,13.0
20220131,4,17.0,72.0,28.0,35.0,10.0
20220131,5,15.0,81.0,25.0,27.0,14.0
20220131,6,14.0,74.0,22.0,19.0,13.0
20220131,7,21.0,71.0,23.0,16.0,14.0
20220131,8,16.0,72.0,22.0,15.0,15.0
20220131,9,19.0,69.0,26.0,11.0,14.0
20220131,10,18.0,83.0,22.0,7.0,15.0
20220131,11,20.0,79.0,27.0,7.0,12.0
20220131,12,26.0,66.0,26.0,5.0,10.0
20220131,13,22.0,50.0,22.0,6.0,10.0
20220131,14,17.0,41.0,23.0,5.0,8.0
20220131,15,19.0,36.0,24.0,8.0,12.0
20220131,16,13.0,36.0,25.0,7.0,17.0
20220131,17,15.0,36.0,28.0,13.0,19.0
20220131,18,21.0,48.0,34.0,12.0,22.0
20220131,19,25.0,79.0,41.0,12.0,38.0
20220131,20,31.0,95.0,48.0,13.0,49.0
20220131,21,38.0,120.0,49.0,14.0,172.0
20220131,22,46.0,161.0,50.0,13.0,189.0
20220131,23,42.0,161.0,45.0,12.0,126.0
20220201,0,49.0,135.0,47.0,13.0,229.0
20220201,1,63.0,103.0,50.0,20.0,215.0
20220201,2,194.0,133.0,57.0,40.0,34.0
20220201,3,67.0,151.0,58.0,34.0,25.0
20220201,4,39.0,115.0,57.0,33.0,19.0
20220201,5,45.0,71.0,55.0,57.0,14.0
20220201,6,41.0,50.0,53.0,45.0,10.0
20220201,7,39.0,44.0,49.0,31.0,11.0
20220201,8,41.0,42.0,44.0,38.0,10.0
20220201,9,38.0,45.0,42.0,41.0,12.0
20220201,10,39.0,46.0,41.0,38.0,16.0
20220201,11,42.0,42.0,43.0,28.0,17.0
20220201,12,30.0,46.0,47.0,17.0,15.0
20220201,13,20.0,45.0,47.0,17.0,12.0
20220201,14,19.0,43.0,45.0,12.0,8.0
20220201,15,19.0,40.0,40.0,14.0,7.0
20220201,16,16.0,39.0,36.0,11.0,10.0
20220201,17,14.0,46.0,34.0,11.0,14.0
20220201,18,16.0,55.0,35.0,14.0,18.0
20220201,19,23.0,58.0,41.0,14.0,21.0
20220201,20,24.0,63.0,48.0,14.0,21.0
20220201,21,24.0,69.0,54.0,15.0,23.0
20220201,22,26.0,72.0,52.0,19.0,19.0
20220201,23,38.0,65.0,51.0,13.0,17.0
20220202,0,51.0,55.0,48.0,11.0,13.0
20220202,1,47.0,52.0,44.0,12.0,13.0
20220202,2,37.0,50.0,41.0,12.0,12.0
20220202,3,27.0,49.0,37.0,11.0,9.0
20220202,4,22.0,49.0,35.0,10.0,10.0
20220202,5,25.0,50.0,33.0,9.0,9.0
20220202,6,24.0,49.0,31.0,8.0,11.0
20220202,7,23.0,47.0,29.0,8.0,13.0
20220202,8,25.0,47.0,28.0,7.0,11.0
20220202,9,22.0,47.0,25.0,6.0,12.0
20220202,10,22.0,53.0,27.0,6.0,14.0
20220202,11,25.0,52.0,30.0,8.0,13.0
20220202,12,26.0,49.0,31.0,10.0,9.0
20220202,13,19.0,47.0,31.0,6.0,9.0
20220202,14,16.0,48.0,30.0,7.0,8.0
20220202,15,12.0,44.0,31.0,7.0,8.0
20220202,16,11.0,40.0,31.0,7.0,14.0
20220202,17,10.0,37.0,31.0,11.0,16.0
20220202,18,10.0,35.0,33.0,12.0,19.0
20220202,19,15.0,43.0,35.0,10.0,20.0
20220202,20,16.0,58.0,36.0,10.0,19.0
20220202,21,17.0,69.0,35.0,11.0,21.0
20220202,22,21.0,76.0,34.0,13.0,16.0
20220202,23,15.0,71.0,33.0,9.0,17.0
20220203,0,19.0,71.0,31.0,9.0,14.0
20220203,1,21.0,73.0,28.0,8.0,12.0
20220203,2,21.0,71.0,25.0,8.0,13.0
20220203,3,19.0,62.0,23.0,9.0,13.0
20220203,4,14.0,60.0,23.0,9.0,11.0
20220203,5,18.0,59.0,22.0,9.0,11.0
20220203,6,19.0,59.0,21.0,9.0,13.0
20220203,7,20.0,54.0,21.0,8.0,11.0
20220203,8,21.0,56.0,21.0,10.0,11.0
20220203,9,25.0,55.0,21.0,9.0,12.0
20220203,10,30.0,59.0,22.0,8.0,12.0
20220203,11,34.0,55.0,22.0,9.0,11.0
20220203,12,32.0,42.0,24.0,8.0,9.0
20220203,13,20.0,31.0,25.0,10.0,9.0
20220203,14,30.0,30.0,24.0,9.0,10.0
20220203,15,25.0,31.0,24.0,10.0,13.0
20220203,16,20.0,31.0,24.0,11.0,10.0
20220203,17,18.0,33.0,23.0,13.0,13.0
20220203,18,20.0,34.0,27.0,14.0,14.0
20220203,19,26.0,44.0,30.0,14.0,22.0
20220203,20,30.0,58.0,31.0,15.0,24.0
20220203,21,39.0,63.0,32.0,21.0,25.0
20220203,22,40.0,66.0,34.0,21.0,19.0
20220203,23,45.0,69.0,35.0,22.0,15.0
20220204,0,40.0,64.0,35.0,19.0,17.0
20220204,1,39.0,63.0,34.0,22.0,14.0
20220204,2,38.0,59.0,32.0,20.0,16.0
20220204,3,32.0,55.0,29.0,20.0,16.0
20220204,4,27.0,57.0,28.0,20.0,15.0
20220204,5,20.0,46.0,27.0,20.0,13.0
20220204,6,19.0,42.0,26.0,19.0,14.0
20220204,7,21.0,40.0,25.0,19.0,13.0
20220204,8,22.0,41.0,24.0,21.0,13.0
20220204,9,28.0,45.0,23.0,23.0,14.0
20220204,10,35.0,51.0,25.0,25.0,13.0
20220204,11,33.0,46.0,26.0,22.0,14.0
20220204,12,28.0,44.0,27.0,25.0,10.0
20220204,13,26.0,41.0,30.0,23.0,8.0
20220204,14,20.0,36.0,31.0,25.0,7.0
20220204,15,18.0,34.0,28.0,24.0,10.0
20220204,16,19.0,30.0,30.0,21.0,13.0
20220204,17,17.0,29.0,33.0,24.0,13.0
20220204,18,25.0,33.0,36.0,26.0,15.0
20220204,19,19.0,38.0,39.0,29.0,14.0
20220204,20,23.0,61.0,42.0,35.0,15.0
20220204,21,28.0,82.0,40.0,36.0,14.0
20220204,22,32.0,91.0,40.0,35.0,12.0
20220204,23,34.0,80.0,41.0,37.0,12.0
20220205,0,28.0,70.0,45.0,35.0,10.0
20220205,1,30.0,67.0,43.0,33.0,11.0
20220205,2,26.0,65.0,39.0,33.0,11.0
20220205,3,30.0,60.0,37.0,36.0,11.0
20220205,4,23.0,61.0,35.0,31.0,10.0
20220205,5,20.0,55.0,31.0,31.0,12.0
20220205,6,20.0,45.0,28.0,27.0,13.0
20220205,7,18.0,37.0,26.0,25.0,13.0
20220205,8,16.0,34.0,23.0,29.0,13.0
20220205,9,12.0,34.0,16.0,31.0,15.0
20220205,10,11.0,33.0,13.0,33.0,17.0
20220205,11,21.0,32.0,14.0,32.0,15.0
20220205,12,18.0,33.0,14.0,25.0,11.0
20220205,13,18.0,34.0,15.0,27.0,10.0
20220205,14,17.0,35.0,15.0,27.0,11.0
20220205,15,16.0,33.0,13.0,25.0,11.0
20220205,16,14.0,33.0,13.0,24.0,12.0
20220205,17,13.0,35.0,14.0,27.0,11.0
20220205,18,9.0,37.0,15.0,30.0,15.0
20220205,19,13.0,39.0,16.0,28.0,19.0
20220205,20,17.0,42.0,19.0,35.0,23.0
20220205,21,13.0,45.0,20.0,44.0,30.0
20220205,22,19.0,47.0,17.0,73.0,28.0
20220205,23,17.0,50.0,17.0,73.0,20.0
20220206,0,14.0,53.0,16.0,80.0,16.0
20220206,1,12.0,56.0,15.0,79.0,13.0
20220206,2,11.0,60.0,15.0,97.0,12.0
20220206,3,9.0,63.0,15.0,110.0,10.0
20220206,4,8.0,67.0,16.0,99.0,11.0
20220206,5,8.0,67.0,18.0,75.0,11.0
20220206,6,6.0,66.0,20.0,62.0,13.0
20220206,7,6.0,65.0,18.0,59.0,11.0
20220206,8,7.0,64.0,16.0,47.0,10.0
20220206,9,8.0,65.0,15.0,41.0,10.0
20220206,10,11.0,66.0,13.0,38.0,9.0
20220206,11,10.0,65.0,12.0,43.0,9.0
20220206,12,9.0,62.0,12.0,47.0,11.0
20220206,13,11.0,59.0,13.0,58.0,9.0
20220206,14,9.0,57.0,11.0,63.0,11.0
20220206,15,7.0,53.0,11.0,70.0,9.0
20220206,16,9.0,48.0,14.0,78.0,10.0
20220206,17,8.0,47.0,18.0,81.0,11.0
20220206,18,8.0,50.0,20.0,71.0,11.0
20220206,19,15.0,51.0,19.0,55.0,13.0
20220206,20,14.0,49.0,13.0,47.0,22.0
20220206,21,14.0,43.0,10.0,35.0,23.0
20220206,22,21.0,42.0,10.0,30.0,17.0
20220206,23,22.0,40.0,10.0,29.0,15.0
20220207,0,18.0,39.0,11.0,23.0,12.0
20220207,1,18.0,38.0,11.0,20.0,10.0
20220207,2,16.0,36.0,11.0,19.0,11.0
20220207,3,13.0,34.0,11.0,21.0,10.0
20220207,4,11.0,31.0,13.0,17.0,9.0
20220207,5,15.0,29.0,14.0,17.0,13.0
20220207,6,12.0,30.0,15.0,18.0,12.0
20220207,7,12.0,30.0,19.0,16.0,11.0
20220207,8,13.0,31.0,21.0,18.0,13.0
20220207,9,16.0,32.0,22.0,19.0,13.0
20220207,10,17.0,36.0,25.0,18.0,21.0
20220207,11,15.0,37.0,27.0,21.0,19.0
20220207,12,15.0,38.0,28.0,27.0,14.0
20220207,13,22.0,37.0,30.0,29.0,12.0
20220207,14,23.0,36.0,29.0,18.0,12.0
20220207,15,19.0,35.0,25.0,15.0,13.0
20220207,16,16.0,36.0,19.0,17.0,15.0
20220207,17,16.0,37.0,13.0,15.0,16.0
20220207,18,12.0,35.0,11.0,11.0,17.0
20220207,19,10.0,38.0,12.0,12.0,18.0
20220207,20,13.0,45.0,13.0,11.0,21.0
20220207,21,19.0,48.0,13.0,13.0,37.0
20220207,22,25.0,58.0,13.0,11.0,39.0
20220207,23,23.0,64.0,13.0,10.0,56.0
20220208,0,18.0,62.0,12.0,9.0,46.0
20220208,1,17.0,54.0,13.0,10.0,43.0
20220208,2,15.0,50.0,14.0,9.0,36.0
20220208,3,20.0,47.0,16.0,8.0,25.0
20220208,4,17.0,47.0,15.0,10.0,18.0
20220208,5,16.0,51.0,15.0,8.0,17.0
20220208,6,17.0,51.0,15.0,8.0,15.0
20220208,7,14.0,50.0,15.0,8.0,14.0
20220208,8,12.0,50.0,13.0,8.0,16.0
20220208,9,13.0,52.0,12.0,8.0,17.0
20220208,10,9.0,53.0,15.0,6.0,15.0
20220208,11,10.0,44.0,15.0,8.0,11.0
20220208,12,18.0,38.0,17.0,8.0,12.0
20220208,13,14.0,36.0,21.0,5.0,10.0
20220208,14,10.0,34.0,22.0,5.0,9.0
20220208,15,11.0,33.0,22.0,4.0,9.0
20220208,16,9.0,34.0,24.0,5.0,11.0
20220208,17,8.0,33.0,26.0,8.0,16.0
20220208,18,8.0,34.0,28.0,8.0,24.0
20220208,19,17.0,39.0,28.0,9.0,25.0
20220208,20,15.0,44.0,28.0,9.0,23.0
20220208,21,25.0,54.0,28.0,12.0,27.0
20220208,22,31.0,58.0,31.0,10.0,30.0
20220208,23,28.0,60.0,31.0,11.0,35.0
20220209,0,24.0,59.0,28.0,12.0,38.0
20220209,1,22.0,53.0,26.0,16.0,40.0
20220209,2,15.0,46.0,27.0,11.0,38.0
20220209,3,19.0,44.0,25.0,11.0,32.0
20220209,4,18.0,46.0,24.0,9.0,28.0
20220209,5,18.0,47.0,23.0,5.0,25.0
20220209,6,18.0,47.0,23.0,3.0,26.0
20220209,7,16.0,48.0,25.0,2.0,24.0
20220209,8,16.0,47.0,24.0,5.0,23.0
20220209,9,16.0,49.0,25.0,4.0,21.0
20220209,10,11.0,51.0,26.0,4.0,27.0
20220209,11,14.0,50.0,33.0,2.0,25.0
20220209,12,16.0,49.0,32.0,5.0,21.0
20220209,13,13.0,49.0,36.0,6.0,16.0
20220209,14,12.0,45.0,34.0,6.0,16.0
20220209,15,11.0,44.0,34.0,8.0,17.0
20220209,16,10.0,43.0,36.0,9.0,24.0
20220209,17,9.0,45.0,38.0,9.0,26.0
20220209,18,8.0,49.0,43.0,10.0,27.0
20220209,19,11.0,55.0,49.0,15.0,31.0
20220209,20,13.0,69.0,50.0,13.0,37.0
20220209,21,29.0,79.0,51.0,16.0,43.0
20220209,22,30.0,80.0,51.0,16.0,41.0
20220209,23,22.0,76.0,51.0,17.0,37.0
20220210,0,26.0,72.0,49.0,15.0,32.0
20220210,1,25.0,69.0,48.0,18.0,31.0
20220210,2,23.0,64.0,48.0,19.0,26.0
20220210,3,17.0,65.0,45.0,19.0,23.0
20220210,4,12.0,64.0,41.0,19.0,24.0
20220210,5,10.0,63.0,32.0,15.0,24.0
20220210,6,14.0,63.0,42.0,15.0,20.0
20220210,7,17.0,63.0,45.0,15.0,16.0
20220210,8,21.0,62.0,45.0,17.0,17.0
20220210,9,15.0,60.0,48.0,17.0,18.0
20220210,10,22.0,65.0,50.0,19.0,15.0
20220210,11,24.0,69.0,52.0,17.0,14.0
20220210,12,13.0,67.0,55.0,17.0,14.0
20220210,13,11.0,67.0,56.0,20.0,13.0
20220210,14,13.0,66.0,50.0,21.0,10.0
20220210,15,10.0,69.0,46.0,19.0,11.0
20220210,16,7.0,63.0,48.0,18.0,11.0
20220210,17,10.0,62.0,47.0,24.0,10.0
20220210,18,13.0,65.0,43.0,24.0,18.0
20220210,19,18.0,71.0,41.0,24.0,16.0
20220210,20,23.0,88.0,44.0,24.0,13.0
20220210,21,29.0,107.0,43.0,32.0,14.0
20220210,22,33.0,114.0,41.0,31.0,17.0
20220210,23,38.0,113.0,40.0,30.0,14.0
20220211,0,32.0,112.0,37.0,31.0,15.0
20220211,1,25.0,108.0,34.0,28.0,15.0
20220211,2,28.0,103.0,33.0,27.0,14.0
20220211,3,24.0,93.0,32.0,22.0,15.0
20220211,4,20.0,82.0,32.0,23.0,14.0
20220211,5,21.0,75.0,31.0,20.0,14.0
20220211,6,24.0,73.0,30.0,19.0,14.0
20220211,7,21.0,71.0,29.0,16.0,14.0
20220211,8,21.0,73.0,27.0,18.0,14.0
20220211,9,24.0,70.0,28.0,17.0,12.0
20220211,10,26.0,71.0,30.0,17.0,13.0
20220211,11,27.0,66.0,29.0,17.0,12.0
20220211,12,22.0,55.0,28.0,27.0,12.0
20220211,13,21.0,47.0,22.0,36.0,10.0
20220211,14,21.0,43.0,14.0,38.0,9.0
20220211,15,20.0,39.0,13.0,32.0,10.0
20220211,16,18.0,35.0,12.0,28.0,12.0
20220211,17,20.0,34.0,10.0,30.0,14.0
20220211,18,19.0,35.0,10.0,30.0,16.0
20220211,19,23.0,40.0,11.0,28.0,15.0
20220211,20,24.0,59.0,11.0,25.0,14.0
20220211,21,32.0,71.0,12.0,24.0,14.0
20220211,22,30.0,81.0,12.0,26.0,15.0
20220211,23,36.0,81.0,13.0,22.0,16.0
20220212,0,37.0,73.0,12.0,21.0,14.0
20220212,1,33.0,72.0,12.0,19.0,16.0
20220212,2,33.0,70.0,13.0,17.0,16.0
20220212,3,31.0,67.0,13.0,20.0,19.0
20220212,4,29.0,69.0,13.0,17.0,17.0
20220212,5,23.0,68.0,13.0,18.0,13.0
20220212,6,18.0,63.0,13.0,19.0,12.0
20220212,7,22.0,56.0,17.0,19.0,16.0
20220212,8,26.0,58.0,31.0,18.0,17.0
20220212,9,20.0,61.0,43.0,17.0,16.0
20220212,10,21.0,61.0,45.0,16.0,15.0
20220212,11,20.0,52.0,44.0,15.0,15.0
20220212,12,24.0,41.0,47.0,13.0,10.0
20220212,13,21.0,37.0,49.0,16.0,10.0
20220212,14,21.0,37.0,48.0,15.0,11.0
20220212,15,21.0,38.0,45.0,17.0,11.0
20220212,16,18.0,37.0,43.0,21.0,10.0
20220212,17,17.0,37.0,41.0,22.0,14.0
20220212,18,14.0,37.0,44.0,23.0,15.0
20220212,19,18.0,42.0,48.0,25.0,20.0
20220212,20,20.0,61.0,47.0,25.0,18.0
20220212,21,28.0,73.0,44.0,27.0,18.0
20220212,22,33.0,81.0,43.0,28.0,16.0
20220212,23,30.0,79.0,39.0,32.0,14.0
20220213,0,31.0,66.0,32.0,31.0,11.0
20220213,1,28.0,66.0,27.0,33.0,9.0
20220213,2,28.0,69.0,24.0,31.0,9.0
20220213,3,26.0,60.0,22.0,28.0,10.0
20220213,4,27.0,54.0,22.0,27.0,10.0
20220213,5,26.0,52.0,23.0,25.0,11.0
20220213,6,23.0,52.0,21.0,20.0,13.0
20220213,7,23.0,52.0,19.0,19.0,12.0
20220213,8,24.0,54.0,16.0,13.0,16.0
20220213,9,26.0,56.0,15.0,12.0,11.0
20220213,10,28.0,61.0,16.0,15.0,11.0
20220213,11,28.0,60.0,15.0,9.0,9.0
20220213,12,25.0,60.0,20.0,7.0,10.0
20220213,13,18.0,54.0,19.0,7.0,9.0
20220213,14,20.0,50.0,14.0,8.0,10.0
20220213,15,17.0,48.0,17.0,8.0,8.0
20220213,16,12.0,47.0,18.0,6.0,7.0
20220213,17,11.0,49.0,19.0,8.0,8.0
20220213,18,15.0,53.0,36.0,9.0,14.0
20220213,19,18.0,62.0,43.0,9.0,15.0
20220213,20,16.0,75.0,47.0,9.0,16.0
20220213,21,19.0,88.0,48.0,7.0,16.0
20220213,22,18.0,96.0,46.0,7.0,19.0
20220213,23,24.0,86.0,43.0,7.0,12.0
20220214,0,31.0,85.0,41.0,8.0,12.0
20220214,1,34.0,88.0,40.0,11.0,14.0
20220214,2,29.0,81.0,39.0,10.0,10.0
20220214,3,20.0,73.0,40.0,7.0,12.0
20220214,4,14.0,65.0,40.0,8.0,10.0
20220214,5,8.0,60.0,37.0,9.0,11.0
20220214,6,6.0,56.0,32.0,8.0,12.0
20220214,7,4.0,60.0,35.0,9.0,12.0
20220214,8,8.0,58.0,50.0,9.0,10.0
20220214,9,14.0,60.0,52.0,9.0,11.0
20220214,10,11.0,69.0,54.0,9.0,9.0
20220214,11,21.0,71.0,58.0,12.0,9.0
20220214,12,15.0,71.0,60.0,15.0,9.0
20220214,13,9.0,64.0,64.0,13.0,7.0
20220214,14,6.0,62.0,64.0,13.0,9.0
20220214,15,11.0,60.0,56.0,10.0,8.0
20220214,16,,64.0,48.0,14.0,9.0
20220214,17,,65.0,48.0,17.0,11.0
